"construction","cpi","employment","export","gas_price","gov_balance","ib_rate","import","ind_prod","labor_request","lend_rate","m2","ner","nfa_cb","oil_price","ppi","real_income","real_investment","reer","retail","time_y","unemp_rate","wage","agriculture"
8.15688,1.39206,4.97992,8.80384,0.941908,-0.174942,822.7,8.44376,4.22605,5.91121,386.3,3.10827,1.63315,0.738594,3.08615,1.369,4.51129,4.49295,3.96821,4.60959,1995,7.7461,4.29151,5.2918
8.15154,1.48329,4.97841,8.84945,0.952391,-0.218896,233,8.48097,4.21416,5.91992,449.4,3.09896,1.60744,1.13456,3.10891,1.52457,4.49281,4.73225,3.92415,4.62158,1995.08,7.8194,4.27155,5.29011
8.14426,1.57279,4.97397,8.81807,0.962949,-0.330481,243.8,8.49595,4.20723,5.9286,422.1,3.0589,1.51293,1.42263,3.07452,1.62688,4.5141,4.70466,3.85566,4.63342,1995.17,7.88934,4.25705,5.28271
8.13576,1.66086,4.97261,8.81382,0.978755,-0.0971741,175,8.41581,4.18077,5.94186,416.7,3.0925,1.4929,1.76303,3.15383,1.76249,4.50893,4.71662,3.84546,4.54979,1995.25,8.14797,4.26007,5.27709
8.13623,1.7434,4.96874,8.85552,0.989523,-0.300776,87.5,8.52977,4.22618,5.95231,404.1,3.12355,1.4929,2.15885,3.1138,1.84933,4.54036,4.85535,3.90882,4.65335,1995.33,8.39348,4.27036,5.27227
8.13277,1.81845,4.96412,8.87441,0.999893,-0.621761,93.4,8.58698,4.23814,5.97258,316.1,3.1507,1.50408,2.3111,3.07078,1.90898,4.52789,4.80626,4.04288,4.65649,1995.42,8.57202,4.26812,5.27429
8.13041,1.88567,4.95903,8.78629,1.00883,-0.440339,209,8.56781,4.2177,5.97178,283.2,3.16163,1.50408,2.33415,2.96182,1.97444,4.53318,4.76746,4.12228,4.65427,1995.5,8.71665,4.27016,5.27893
8.13865,1.95901,4.9538,8.78754,1.02385,-0.283154,182.5,8.57133,4.23302,5.98104,253.4,3.16737,1.5217,2.39025,2.95962,2.03541,4.52279,4.74275,4.20663,4.66073,1995.58,9.02027,4.28391,5.26485
8.12106,2.01781,4.94979,8.87983,1.02371,-0.732488,91.4,8.59374,4.21879,5.97323,216.7,3.16688,1.53471,2.41183,2.99633,2.08581,4.52799,4.7112,4.2296,4.65267,1995.67,9.03754,4.29454,5.2549
8.11551,2.06341,4.94378,8.84451,1.0246,-0.957371,39.6,8.62231,4.19989,5.96306,233.3,3.16969,1.55393,2.54183,2.98863,2.1268,4.48775,4.72002,4.24949,4.66208,1995.75,9.20509,4.31513,5.24284
8.09969,2.10065,4.93778,8.92493,0.99759,-1.16437,38.7,8.70867,4.19992,5.92746,237.5,3.1882,1.57277,2.51299,3.07597,2.15951,4.49635,4.88176,4.27388,4.66202,1995.83,9.04656,4.32603,5.25631
8.10753,2.12436,4.92987,8.83606,0.992952,-2.02087,68.6,8.63542,4.18166,5.88456,224.9,3.21679,1.58104,2.66603,3.17241,2.18668,4.33659,4.82978,4.28607,4.59489,1995.92,8.93653,4.31435,5.24853
8.08329,2.12413,4.91437,8.83488,0.980617,-0.955363,36.5,8.6361,4.18014,5.85057,203.6,3.23886,1.59737,2.47633,3.16681,2.21718,4.51603,4.78198,4.30204,4.6738,1996,8.91182,4.36058,5.24806
8.07771,2.14343,4.90529,8.94138,0.988083,-1.13945,34,8.69966,4.18594,5.81922,183.8,3.26601,1.61542,2.54071,3.15621,2.2435,4.52733,4.74245,4.30851,4.6599,1996.08,8.96525,4.39241,5.2437
8.08261,2.1726,4.90562,8.95476,0.98638,-0.889276,97,8.65377,4.18862,5.79213,176.1,3.28108,1.6312,2.79307,3.23537,2.26919,4.51427,4.73159,4.31562,4.65515,1996.17,9.05788,4.39798,5.24383
8.08237,2.19628,4.91363,8.88365,0.989296,-1.60404,44,8.70193,4.20014,5.76529,177.3,3.28375,1.64673,2.65809,3.2682,2.2905,4.5017,4.69443,4.32678,4.64911,1996.25,9.43763,4.40004,5.23791
8.07283,2.21531,4.88314,8.95959,0.989697,-1.25119,35.6,8.67343,4.16613,5.7387,174.2,3.27727,1.6771,2.48526,3.15812,2.30304,4.48503,4.68802,4.32559,4.64214,1996.33,9.71722,4.41389,5.23627
8.06291,2.23304,4.87713,8.88095,0.993441,-0.721815,89.3,8.60917,4.15589,5.72635,177.6,3.28323,1.68825,2.54884,3.12245,2.32058,4.49592,4.66834,4.32532,4.64397,1996.42,9.80934,4.41895,5.22446
8.04318,2.25029,4.86882,8.90607,0.980061,-1.05771,56.3,8.66216,4.15986,5.71806,151,3.2967,1.69562,2.52548,3.17402,2.33349,4.50038,4.66384,4.30636,4.64731,1996.5,9.96309,4.43017,5.21118
8.01037,2.2691,4.86179,8.86245,0.993067,-1.42599,37,8.67344,4.13982,5.69705,125.2,3.31355,1.70656,2.49227,3.17635,2.34972,4.51763,4.65669,4.26914,4.63419,1996.58,9.96849,4.44231,5.22528
7.68063,2.28496,4.85273,8.88826,1.00665,-0.745525,47.1,8.60711,4.15775,5.69111,152.3,3.32448,1.7138,2.43348,3.27705,2.36252,4.51899,4.65846,4.26085,4.63321,1996.67,9.96996,4.43484,5.16443
7.77227,2.2972,4.84319,9.04729,1.0597,-0.671851,34.2,8.61175,4.16511,5.80338,90.6,3.33399,1.72811,2.35278,3.37317,2.38568,4.54847,4.63221,4.26268,4.62486,1996.75,9.82206,4.43148,5.22201
7.83636,2.3108,4.83292,8.98192,1.07612,-0.607451,30.6,8.58053,4.13897,5.68114,83.1,3.34177,1.73695,2.45556,3.35353,2.39884,4.55022,4.63859,4.26479,4.61932,1996.83,9.83868,4.42071,5.21936
7.87402,2.31801,4.8248,8.96369,1.09773,0.184624,30.2,8.57768,4.15282,5.68964,66.9,3.32706,1.74572,2.42271,3.44215,2.41515,4.53894,4.53949,4.27388,4.60351,1996.92,9.90816,4.43751,5.21238
7.86479,2.30599,4.81864,8.9595,1.08728,-0.866392,21.1,8.62504,4.15857,5.71041,44.2,3.3749,1.74746,2.29551,3.43552,2.42453,4.58665,4.62488,4.30461,4.69057,1997,9.85881,4.41178,5.2122
7.89614,2.31362,4.81052,8.87117,1.06979,-0.978556,25.8,8.57076,4.1788,5.72443,46.1,3.39225,1.75267,2.40936,3.30393,2.43938,4.57863,4.62131,4.3386,4.69201,1997.08,9.89152,4.4229,5.20222
7.8924,2.32901,4.80344,8.83587,1.02615,-1.03689,32.4,8.59418,4.1637,5.7271,41.6,3.39993,1.75267,2.52001,3.1956,2.45244,4.57559,4.63526,4.35478,4.68818,1997.17,10.3002,4.4362,5.19273
7.91944,2.34126,4.79694,8.83344,1.01124,-0.574471,28.2,8.69739,4.17835,5.78711,32.5,3.4112,1.75958,2.64388,3.08374,2.45857,4.58338,4.63535,4.36029,4.6921,1997.25,10.6267,4.44498,5.19255
7.89165,2.35336,4.79247,8.80827,0.997093,-0.699565,14.8,8.64309,4.1727,5.75404,34,3.42758,1.76473,2.76532,3.1576,2.46551,4.58052,4.6245,4.35914,4.68442,1997.33,11.0596,4.44607,5.18691
7.9001,2.36987,4.78475,8.84694,0.994714,-1.14322,16.1,8.66075,4.16389,5.76158,28.6,3.45539,1.76815,3.01532,3.0822,2.47417,4.59757,4.63563,4.36615,4.67952,1997.42,11.1703,4.45319,5.18879
7.91158,2.38834,4.77955,8.90965,0.971476,-0.923288,14.3,8.72443,4.19388,5.81843,28.8,3.47703,1.77495,3.00499,3.11189,2.47756,4.57951,4.62912,4.38378,4.67611,1997.5,11.2345,4.46184,5.19382
7.90018,2.40697,4.77445,8.83111,0.955419,-0.784276,16.2,8.72763,4.20152,5.86598,28.3,3.49342,1.78002,2.97573,3.11053,2.47861,4.56464,4.62212,4.39433,4.67036,1997.58,11.2498,4.47483,5.32409
7.89083,2.41573,4.76856,8.86091,0.940339,-1.11164,15.6,8.75255,4.20489,5.92089,24.8,3.50216,1.78675,2.9305,3.09832,2.47584,4.55121,4.62758,4.36919,4.68733,1997.67,11.2212,4.49232,5.28026
7.89979,2.41775,4.76319,8.93778,0.907141,-0.955938,18.2,8.78226,4.21045,5.96526,24,3.51184,1.80006,2.91494,3.20677,2.47296,4.53963,4.61864,4.35491,4.68129,1997.75,11.1399,4.48878,5.24847
7.88461,2.41912,4.76247,8.97184,0.899132,-0.765141,20.5,8.72505,4.20685,6.00884,23,3.49888,1.80006,2.50155,3.1943,2.47948,4.53921,4.61532,4.3585,4.68855,1997.83,11.1141,4.48926,5.21228
7.86954,2.42163,4.75869,8.95962,0.891088,-1.08329,28.4,8.81682,4.19797,6.05667,28.6,3.48959,1.80665,2.55682,3.12347,2.48718,4.54979,4.59448,4.3834,4.70418,1997.92,11.0561,4.50695,5.1892
7.85015,2.40137,4.78037,8.79771,0.917142,-1.08437,24.1,8.78831,4.17759,6.05465,29.8,3.4938,1.80993,2.34944,2.99392,2.49363,4.52028,4.57809,4.39728,4.71183,1998,11.0635,4.49095,5.16907
7.82596,2.40255,4.77528,8.73885,0.910192,-0.397407,30.3,8.72943,4.19339,6.05385,30.4,3.49292,1.81482,2.32357,2.9109,2.4976,4.50598,4.57373,4.39925,4.69277,1998.08,11.0654,4.49907,5.16603
7.87327,2.41072,4.77244,8.75657,0.902873,-0.859073,25.9,8.70852,4.18482,6.0705,38.3,3.4873,1.82938,2.47742,2.81126,2.49726,4.48327,4.56112,4.39815,4.6846,1998.17,11.422,4.49519,5.16541
7.81199,2.41765,4.76362,8.7293,0.87912,-0.822304,29.5,8.68121,4.18423,6.03779,38.8,3.47893,1.83578,2.39394,2.81778,2.49544,4.48225,4.56055,4.39037,4.69012,1998.25,11.6219,4.49147,5.15912
7.85802,2.42547,4.75729,8.71891,0.862438,-0.82606,47.6,8.67067,4.14431,6.0183,40.4,3.46589,2.23324,2.26442,2.87233,2.48937,4.46321,4.55494,4.38315,4.69332,1998.33,11.7219,4.48114,5.15487
7.84022,2.43233,4.7499,8.78854,0.839915,-0.79878,56.1,8.64079,4.13507,6.01453,48,3.44361,2.76695,2.41238,2.70696,2.48977,4.44179,4.54326,4.38602,4.68952,1998.42,11.6393,4.48592,5.14697
7.83331,2.44384,4.74129,8.78952,0.823544,-0.783374,58.8,8.58062,4.10638,5.97275,44.9,3.42254,2.77321,2.62504,2.68605,2.4825,4.44392,4.54968,4.38602,4.70011,1998.5,11.7108,4.48486,5.01863
7.856,2.49954,4.73289,8.71238,0.790523,-0.521732,45.3,8.51971,4.08956,5.98085,48.6,3.33549,2.88368,2.10385,2.6573,2.46727,4.43287,4.55481,4.34614,4.71319,1998.58,12.0446,4.43804,5.03959
7.84123,2.82811,4.72632,8.75149,0.756957,-0.344993,139.7,8.04702,4.05671,5.89143,46.8,3.09166,3.02772,2.17932,2.77549,2.53462,4.2707,4.44346,3.90298,4.66199,1998.67,12.1858,4.13733,5.07535
