"obs","construction","cpi","employment","export","gas_price","gov_balance","ib_rate","import","ind_prod","labor_request","lend_rate","m2","ner","nfa_cb","oil_price","ppi","real_income","real_investment","reer","retail","time","time_y","unemp_rate","wage","agriculture"
"2002M08",2869.48,43.8999,107.852,9791.15,2.53363,0.32402,4.9,5693.46,74.9858,955.145,14.9,41.0518,31.84,40.5962,31.947,39.3465,98.1735,124.74,64.43,128.89,731062,2002.58,7.52701,98.457,193.379
"2002M09",2852.86,44.3105,107.165,9676.28,2.57564,0.532138,6.1,5848.57,74.6161,954.466,13.4,41.7881,31.78,41.8873,34.0435,39.7069,98.2299,125.976,64.42,129.865,731093,2002.67,7.88421,98.4962,191.444
"2002M10",2869.32,44.7978,106.58,9606.56,2.70232,-0.460384,6.8,6161.61,75.5712,949.782,13.7,42.7588,31.83,43.0343,33.9502,40.6057,100.729,127.125,64.97,130.943,731123,2002.75,8.19494,99.7103,192.517
"2002M11",2938.58,45.4879,105.995,8947.61,2.79009,-0.135971,4.1,6050.7,74.5237,943.776,14.7,43.3404,31.6,44.4697,31.4705,41.5844,101.621,128.244,64.99,131.769,731154,2002.83,8.41229,99.7205,194.28
"2002M12",2874.2,46.0917,105.471,9763.89,2.90358,0.261121,5.1,6009.78,74.3093,948.57,14.9,43.9923,31.38,44.0536,37.9219,42.0554,101.451,129.015,64.88,132.103,731184,2002.92,8.54647,99.4898,193.235
"2003M01",2937.25,46.5962,104.968,11166.6,3.03543,0.131325,7.3,6544.62,77.5668,948.928,14.5,44.4041,31.1,45.5336,41.4133,42.2546,106.509,130.124,64.6,132.937,731215,2003,8.77924,101.246,193.103
"2003M02",2932.02,47.1972,104.347,10830.7,3.15911,0.296,2.5,6378.55,77.5595,979.89,14.1,45.4695,30.73,49.3259,42.666,42.8226,106.587,131.775,65.22,133.511,731246,2003.08,8.87582,101.358,193.254
"2003M03",2930.13,47.6783,103.742,11233.3,3.27754,0.272212,2.8,6481.65,79.0949,961.428,13.3,46.7405,30.38,51.79,38.5667,43.3439,107.869,133.311,66.31,134.822,731274,2003.17,8.7988,100.984,193.25
"2003M04",2973.78,48.1833,103.134,10199.7,3.48308,0.443495,2,6734.96,80.2363,947.236,15.7,48.259,30.28,56.1108,31.2739,43.6011,106.686,135.599,67.23,135.013,731305,2003.25,8.724,103.328,193.08
"2003M05",2997.88,48.5708,102.713,10573.9,3.5671,0.379379,1.3,6735.33,79.9495,938.273,12.5,49.8566,30.5,61.1444,31.7081,43.5288,109.579,137.872,66.09,136.092,731335,2003.33,8.78688,104.744,193.069
"2003M06",3033.64,49.056,102.201,11335.4,3.63219,0.177152,1.4,6692.04,79.5558,933.682,11.8,51.5405,30.59,60.6907,34.2108,43.6205,108.243,137.826,67.05,136.986,731366,2003.42,8.75659,105.139,192.617
"2003M07",3042.42,49.5189,101.697,11250.5,3.59093,0.182017,4.1,7145.65,81.0261,929.779,11.9,52.5824,29.93,60.7099,34.5924,44.4876,109.435,141.572,68.47,137.76,731396,2003.5,8.73358,106.611,175.106
"2003M08",2977.83,49.7526,101.079,11795,3.60984,0.175213,3.9,7029.08,79.9888,936.456,11.8,53.6876,29.74,59.0106,35.7827,45.0919,109.901,142.198,68.9,138.154,731427,2003.58,8.72575,107.332,179.09
"2003M09",3045.59,50.1484,100.582,11521,3.60462,0.294481,9.9,7329.12,82.1117,933.125,13.2,54.3898,29.31,58.3303,32.5565,45.6545,111.857,145.294,67.91,139.668,731458,2003.67,8.53845,108.358,207.995
"2003M10",3084.65,50.6669,100.002,12267.4,3.62534,0.717955,5.2,7417.66,82.9435,935.701,12.5,55.2496,28.5,61.1838,36.4661,46.212,113.483,147.701,67.87,140.817,731488,2003.75,8.32684,112.866,204.447
"2003M11",3032.86,51.1248,99.5715,11159.8,3.59356,0.384034,3.4,7151.23,81.7897,936.449,12,56.8371,28.52,64.4147,36.9582,46.6928,113.874,147.514,69.05,141.834,731519,2003.83,8.13626,114.184,194.409
"2003M12",3115.44,51.6071,99.1781,12357.1,3.56438,0.605908,1.4,7758.74,84.6369,933.662,12.4,59.561,28.51,73.1749,39.7339,47.4145,115.546,150.588,68.74,143.008,731549,2003.92,8.3448,114.296,198.231
"2004M01",3214.25,51.8577,115.338,13054,3.4187,0.190621,1.1,7909.24,84.513,956.859,12.2,62.6539,28.91,80.2269,41.2724,49.3247,132.785,156.185,69.75,146.616,731580,2004,8.55697,114.118,198.985
"2004M02",3288.56,52.192,114.659,13266.7,3.40165,0.442365,1.2,8121.61,85.5987,949.636,11.1,64.8002,28.98,82.5581,40.3421,50.7994,117.698,156.956,71.21,148.129,731611,2004.08,8.73241,117.554,198.612
"2004M03",3271.1,52.5673,114.058,13524.4,3.39604,0.444773,1.8,8369.95,85.2579,948.83,11.7,65.7262,29.04,79.6387,42.9638,51.353,116.195,158.332,72.55,149.62,731640,2004.17,8.47019,116.557,197.942
"2004M04",3319.83,53.1052,113.69,14751.1,3.43811,1.32656,5.2,8504.94,85.9602,938.696,12,65.927,29.08,78.9045,41.6949,52.1316,116.872,159.204,73.17,150.185,731671,2004.25,8.11527,117.59,198.112
"2004M05",3346.08,53.5332,113.258,13772.5,3.48918,1.06955,9.7,8410.2,86.2097,928.818,12.8,65.8325,29.25,81.8492,46.585,53.0829,114.904,162.371,73.17,151.392,731701,2004.33,7.87168,117.991,197.855
"2004M06",3338.49,54.0259,112.854,15141.6,3.56534,1.20206,6.6,8692.78,87.166,920.716,11.6,66.3169,29.22,84.4637,43.6931,54.4598,118.516,163.273,72.71,152.656,731732,2004.42,7.83451,119.292,198.219
